FEATURE_ID,FEATURE_NAME,FEATURE_CLASS,STATE_ALPHA,COUNTY_NAME,PRIM_LAT_DEC,PRIM_LONG_DEC,ELEV_IN_M,MAP_NAME
599831,Williams Junior High School,School,MA,Plymouth,41.9853787,-70.9789314,27,Bridgewater
599832,Massachusetts State College,School,MA,Plymouth,41.9878788,-70.974487,29,Bridgewater
599833,Bridgewater Raynham Regional High School,School,MA,Plymouth,41.9892676,-70.9850428,33,Bridgewater
599834,William H McElwain School,School,MA,Plymouth,41.9956565,-70.9817093,29,Bridgewater
599835,South Lakeville School,School,MA,Plymouth,41.811491,-70.9780968,34,Assawompset Pond
599836,Apponequel Regional High School,School,MA,Plymouth,41.7923244,-70.9830968,33,Assawompset Pond
599837,North Pembroke Elementary School,School,MA,Plymouth,42.0973241,-70.779485,19,Hanover
599838,East School,School,MA,Plymouth,42.2395448,-70.8661559,15,Cohasset
599839,Maryknoll Seminary,School,MA,Plymouth,42.2012117,-70.8653218,37,Cohasset
599840,Assawompset School,School,MA,Plymouth,41.8478798,-70.9467075,28,Assawompset Pond
599841,Howard School,School,MA,Bristol,41.7009367,-70.9208722,19,New Bedford North
599842,Clark Street School,School,MA,Bristol,41.6531595,-70.9336497,26,New Bedford North
599843,North New Bedford High School,School,MA,Bristol,41.6445483,-70.9464276,28,New Bedford North
599844,Ellen R Hathaway School,School,MA,Bristol,41.6331596,-70.9400385,26,New Bedford North
599845,Flint Village High School,School,MA,Bristol,41.700658,-71.1242109,63,Fall River East
599846,Medford High School,School,MA,Middlesex,42.4306516,-71.1250534,26,Lexington
599847,Bunker Hill Community College,School,MA,Suffolk,42.3745416,-71.0694959,6,Boston South
599848,Devotion School,School,MA,Norfolk,42.3445417,-71.1239414,17,Boston South
599849,Lawrence School,School,MA,Norfolk,42.3392642,-71.1142189,7,Boston South
599850,Saint Dominics Institute,School,MA,Norfolk,42.3475973,-71.1131079,8,Boston South
599851,Robert F Kennedy School,School,MA,Middlesex,42.3698193,-71.0867185,3,Boston South
599852,Rindge School,School,MA,Middlesex,42.3745413,-71.111997,7,Boston South
599853,Cambridge High School,School,MA,Middlesex,42.3739859,-71.1100525,9,Boston South
599854,Charles G Harrington Elementary School,School,MA,Middlesex,42.3720415,-71.0914408,3,Boston South
599855,Longfellow Elementary School,School,MA,Middlesex,42.3709303,-71.1039411,6,Boston South
599856,Martin Luther King School,School,MA,Middlesex,42.3667638,-71.113108,6,Boston South
599857,J E Maynard School,School,MA,Middlesex,42.3667638,-71.0958854,3,Boston South
599858,Medford High School,School,MA,Middlesex,42.420374,-71.1094973,8,Boston North
599859,Lincoln School,School,MA,Suffolk,42.4167635,-71.0097726,16,Boston North
599860,Saint Francis School,School,MA,Middlesex,42.4262073,-71.1014416,10,Boston North
599861,Fulton School,School,MA,Middlesex,42.4323183,-71.0975527,54,Boston North
599862,Immaculate Conception Schools,School,MA,Middlesex,42.4228742,-71.0811633,5,Boston North
599863,Wait School,School,MA,Middlesex,42.4225962,-71.1136641,49,Boston North
599864,Milton Fuller Roberts Junior High School,School,MA,Middlesex,42.4220407,-71.0994971,7,Boston North
599865,Franklin School,School,MA,Middlesex,42.4198185,-71.0944969,6,Boston North
599866,Swan Elementary School,School,MA,Middlesex,42.4175963,-71.0989414,7,Boston North
599867,Franklin School,School,MA,Middlesex,42.4664847,-71.0622744,19,Boston North
599868,Franklin School,School,MA,Middlesex,42.4975952,-71.0808863,31,Boston North
599869,Wakefield Vocational School,School,MA,Middlesex,42.4953732,-71.0428298,27,Boston North
599870,Wakefield Junior High School,School,MA,Middlesex,42.4959287,-71.0514411,21,Boston North
599871,Woodville School,School,MA,Middlesex,42.4981509,-71.0511634,22,Boston North
599872,Yevell School,School,MA,Middlesex,42.4784289,-71.0689413,42,Boston North
599873,Doyle School,School,MA,Middlesex,42.4937064,-71.0822751,39,Boston North
599874,Melrose High School,School,MA,Middlesex,42.4645402,-71.0658856,17,Boston North
599875,Roosevelt Elementary School,School,MA,Middlesex,42.4656513,-71.071719,22,Boston North
599876,Mann School,School,MA,Middlesex,42.4687069,-71.0569965,23,Boston North
599877,Robin Hood School,School,MA,Middlesex,42.4920395,-71.1083868,40,Boston North
599878,North School,School,MA,Middlesex,42.4923174,-71.0986644,35,Boston North
599879,H M Warren School,School,MA,Middlesex,42.4992619,-71.0842196,38,Boston North
599880,East School,School,MA,Middlesex,42.4809287,-71.083664,52,Boston North
599881,Emerson School,School,MA,Middlesex,42.4812064,-71.1019977,38,Boston North
599882,Stoneham High School,School,MA,Middlesex,42.4853731,-71.0992198,36,Boston North
599883,Colonial Park School,School,MA,Middlesex,42.4681512,-71.0858861,50,Boston North
599884,Stoneham Junior High School,School,MA,Middlesex,42.4725955,-71.0889417,57,Boston North
599885,South School,School,MA,Middlesex,42.4737066,-71.1000532,50,Boston North
599886,Lincoln Elementary School,School,MA,Middlesex,42.4523181,-71.0714411,15,Boston North
599887,Decius Beebe School,School,MA,Middlesex,42.4564848,-71.0706078,18,Boston North
599888,Saint Marys School,School,MA,Middlesex,42.4534292,-71.0686633,15,Boston North
599889,Coolidge School,School,MA,Middlesex,42.4573181,-71.0633854,17,Boston North
599890,Washington School,School,MA,Middlesex,42.4534293,-71.0603297,18,Boston North
599891,Winthrop Elementary School,School,MA,Middlesex,42.4578738,-71.0519963,39,Boston North
599892,Emerson School,School,MA,Middlesex,42.4212075,-71.0806077,5,Boston North
599893,Beebe Junior High School,School,MA,Middlesex,42.4273185,-71.078941,8,Boston North
599894,Glenwood School,School,MA,Middlesex,42.4345406,-71.0783856,26,Boston North
599895,Belmont School,School,MA,Middlesex,42.4198187,-71.0633851,18,Boston North
599896,George Davenport School,School,MA,Middlesex,42.4373183,-71.0942193,52,Boston North
599897,Malden High School,School,MA,Middlesex,42.4267631,-71.0656074,7,Boston North
599898,Charles A Daniels School,School,MA,Middlesex,42.4289853,-71.0533849,6,Boston North
599899,Holmes School,School,MA,Middlesex,42.4314852,-71.0642185,12,Boston North
599900,Abraham Lincoln School,School,MA,Middlesex,42.4245409,-71.0553293,8,Boston North
599901,Lafayette School,School,MA,Middlesex,42.4198188,-71.0458846,16,Boston North
599902,Faulkner High School,School,MA,Middlesex,42.4267632,-71.0464402,4,Boston North
599903,Sweetser School,School,MA,Essex,42.4487074,-71.0061618,17,Boston North
599904,Felton School,School,MA,Essex,42.4531519,-71.0069952,16,Boston North
599905,Veterans Memorial School,School,MA,Essex,42.4542629,-71.0039395,10,Boston North
599906,Pleasant Hills Junior High School,School,MA,Essex,42.4584294,-71.0144954,10,Boston North
599907,Saugus High School,School,MA,Essex,42.4609294,-71.0219956,9,Boston North
599908,Douglas Waybright School,School,MA,Essex,42.4625961,-71.0136621,7,Boston North
599909,Devens School,School,MA,Middlesex,42.40843,-71.0558848,16,Boston North
599910,Albert W Lewis School,School,MA,Middlesex,42.4128744,-71.0661629,11,Boston North
599911,Charles R Edwards Middle School,School,MA,Suffolk,42.3792638,-71.0672737,5,Boston North
599912,Chapman School,School,MA,Suffolk,42.3792639,-71.0369951,18,Boston North
599913,Joseph H Barnes Middle School,School,MA,Suffolk,42.3770417,-71.0367172,6,Boston North
599914,Cheverus School,School,MA,Suffolk,42.3837084,-71.020328,8,Boston North
599915,East Boston High School,School,MA,Suffolk,42.3812083,-71.0350507,24,Boston North
599916,Saint Lazarus School,School,MA,Suffolk,42.3887084,-71.00755,4,Boston North
599917,Manassah E Bradley School,School,MA,Suffolk,42.3914861,-71.0053277,41,Boston North
599918,Chelsea High School,School,MA,Suffolk,42.4000848,-71.0399515,5,Boston North
599919,Williams School,School,MA,Suffolk,42.3939859,-71.037273,5,Boston North
599920,Burke School,School,MA,Suffolk,42.4003748,-71.0208838,6,Boston North
599921,Prattville School,School,MA,Suffolk,42.406208,-71.0331064,16,Boston North
599922,Center School,School,MA,Suffolk,42.4062081,-71.0069946,3,Boston North
599923,Revere High School,School,MA,Suffolk,42.4075969,-71.0094947,6,Boston North
599924,William McKinley School,School,MA,Suffolk,42.4100969,-71.0147727,5,Boston North
599925,Barrows School,School,MA,Suffolk,42.4145412,-71.019495,23,Boston North
599926,Auchenbach School,School,MA,Suffolk,42.4137079,-71.0253285,18,Boston North
599927,Shurtleff School,School,MA,Suffolk,42.3898193,-71.0350507,12,Boston North
599928,Shurtleff School,School,MA,Suffolk,42.4106525,-71.0083836,5,Boston North
599929,Breeds Hill High School,School,MA,Suffolk,42.3770416,-71.0619957,18,Boston North
599930,Augustine C Whelan Memorial School,School,MA,Suffolk,42.4200967,-71.0197729,11,Boston North
599931,Lawrence Memorial Hospital,Hospital,MA,Middlesex,42.4261412,-71.1111112,28,Boston North
599932,Malden Hospital (historical),Hospital,MA,Middlesex,42.4287073,-71.0883858,43,Boston North
599933,Malden City Infirmary,Hospital,MA,Middlesex,42.4414851,-71.0561629,33,Boston North
599934,New England Memorial Hospital,Hospital,MA,Middlesex,42.4517626,-71.0894971,62,Boston North
599935,Memorial Hospital,Hospital,MA,Suffolk,42.3917638,-71.0289394,31,Boston North
599936,Revere Memorial Hospital,Hospital,MA,Suffolk,42.4145412,-71.0183839,22,Boston North
599937,United States Naval Hospital,Hospital,MA,Suffolk,42.3934303,-71.0464399,5,Boston North
599938,Maiden Bridge,Bridge,MA,Suffolk,42.3889858,-71.0714405,0,Boston North
599939,Mystic River Bridge,Bridge,MA,Suffolk,42.3850971,-71.0472732,0,Boston North
599940,Orient Heights Beach,Beach,MA,Suffolk,42.3839862,-71.0106056,3,Boston North
599941,Interchange Seven,Crossing,MA,Middlesex,42.428985,-71.1033861,14,Boston North
599942,Roosevelt Circle,Crossing,MA,Middlesex,42.428985,-71.1033861,14,Boston North
599943,Interchange Ten,Crossing,MA,Middlesex,42.4812064,-71.1161647,17,Boston North
599944,Interchange Eight,Crossing,MA,Middlesex,42.458429,-71.1022753,51,Boston North
599945,Interchange Nine,Crossing,MA,Middlesex,42.4712066,-71.1047754,49,Boston North
599946,Saint Patricks Cemetery,Cemetery,MA,Middlesex,42.4923085,-71.0900491,57,Boston North
599947,Lindenwood Cemetery,Cemetery,MA,Middlesex,42.4828633,-71.1083902,18,Boston North
599948,Wyoming Cemetery,Cemetery,MA,Middlesex,42.4453739,-71.0608853,18,Boston North
599949,Glenwood Cemetery,Cemetery,MA,Middlesex,42.4218888,-71.0310334,13,Boston North
599950,Riverside Cemetery,Cemetery,MA,Essex,42.4604847,-71.0057994,8,Boston North
599951,Bell Rock Cemetery,Cemetery,MA,Middlesex,42.4174335,-71.0711748,6,Boston North
599952,Bunker Hill Burying Ground,Cemetery,MA,Suffolk,42.3793149,-71.0615923,11,Boston North
599953,Garden Cemetery,Cemetery,MA,Suffolk,42.3906527,-71.0325507,14,Boston North
599954,Boston City Hall,Building,MA,Suffolk,42.3603752,-71.0578287,9,Boston South
599955,Cambridge City Hall,Building,MA,Middlesex,42.3673193,-71.1061634,10,Boston South
599956,Cambridge City Hall Annex,Building,MA,Middlesex,42.3703748,-71.1033856,6,Boston South
599957,Stoneham Townhall,Building,MA,Middlesex,42.4803732,-71.098942,47,Boston North
599958,Melrose City Hall,Building,MA,Middlesex,42.4567626,-71.0653299,17,Boston North
599959,Malden City Hall,Building,MA,Middlesex,42.4259297,-71.0672741,6,Boston North
599960,Everett City Hall,Building,MA,Middlesex,42.40843,-71.0544958,20,Boston North
599961,Massachusetts Soldiers Home,Building,MA,Suffolk,42.3992637,-71.0311619,6,Boston North
599962,Chelsea City Hall,Building,MA,Suffolk,42.3939859,-71.033384,8,Boston North
599963,Revere City Hall,Building,MA,Suffolk,42.4078747,-71.0131059,7,Boston North
599964,Trum Field,Locale,MA,Middlesex,42.3978744,-71.1075527,15,Boston North
599965,Brookline Field,Locale,MA,Norfolk,42.3245421,-71.1181078,13,Boston South
599966,Huntington Field,Locale,MA,Norfolk,42.3373197,-71.1139411,5,Boston South
599967,Hoyt Field,Locale,MA,Norfolk,42.3634304,-71.1122747,5,Boston South
599968,Victory Field,Locale,MA,Middlesex,42.4270405,-71.1231088,11,Boston North
599969,Mount Hood Golf Course,Locale,MA,Middlesex,42.4500962,-71.0358847,60,Boston North
599970,Amerige Field,Locale,MA,Middlesex,42.4312073,-71.0825523,20,Boston North
599971,Saugus Race Track,Locale,MA,Essex,42.4398187,-71.0081061,2,Boston North
599972,Hormel Stadium,Park,MA,Middlesex,42.4084298,-71.0969969,6,Boston North
599973,Winchester Waterworks,Locale,MA,Middlesex,42.4553735,-71.1114421,52,Boston North
599974,Amenge Field,Locale,MA,Middlesex,42.4312073,-71.0825523,20,Boston North
599975,Mystic Wharf,Locale,MA,Suffolk,42.3828749,-71.0544956,1,Boston North
599976,Memorial Stadium,Park,MA,Suffolk,42.4006525,-71.0403287,5,Boston North
599977,Copley Square,Park,MA,Suffolk,42.3487086,-71.0772736,4,Boston South
599978,Park Square,Park,MA,Suffolk,42.3528753,-71.0683845,3,Boston South
599979,Longwood Square,Park,MA,Norfolk,42.3428752,-71.1119967,15,Boston South
599980,Amory Playground,Park,MA,Norfolk,42.3459307,-71.108941,5,Boston South
599981,Mason Square,Park,MA,Norfolk,42.3481529,-71.1122745,11,Boston South
599982,Knyvet Square,Park,MA,Norfolk,42.3481529,-71.1153301,9,Boston South
599983,Harvard Square,Park,MA,Middlesex,42.373708,-71.1194971,7,Boston South
599984,Sennott Park,Park,MA,Middlesex,42.3687082,-71.1000522,5,Boston South
599985,Central Square,Park,MA,Middlesex,42.3653749,-71.1047745,5,Boston South
599986,McNally Playground,Park,MA,Middlesex,42.4220406,-71.1056083,6,Boston North
599987,Medford Square,Park,MA,Middlesex,42.4187074,-71.1022749,8,Boston North
599988,Suffolk Downs Park,Park,MA,Suffolk,42.3942639,-70.9969942,3,Boston North
599989,Logan Park,Park,MA,Middlesex,42.4178742,-71.0961637,6,Boston North
599990,Devir Park,Park,MA,Middlesex,42.4203742,-71.0850523,5,Boston North
599991,Morrison Playground,Park,MA,Middlesex,42.4195408,-71.0908857,6,Boston North
599992,Stevens Square,Park,MA,Middlesex,42.4231519,-71.0917191,6,Boston North
599993,Winthrop Square,Park,MA,Middlesex,42.4214851,-71.1175531,11,Boston North
599994,Middlesex Fells Reservation,Park,MA,Middlesex,42.4475958,-71.1058864,57,Boston North
599995,Watuppa Reservation,Park,MA,Bristol,41.6964913,-71.1255998,72,Fall River
599996,Wheelwright Park,Park,MA,Norfolk,42.2481563,-70.8183771,22,Cohasset
599997,Wakefield Town Forest Park,Park,MA,Middlesex,42.4873177,-71.0556078,55,Boston North
599998,Crystal Lake Park,Park,MA,Middlesex,42.4912064,-71.0758861,36,Boston North
599999,Moulten Playground,Park,MA,Middlesex,42.4984285,-71.0808863,29,Boston North
600000,Round Park,Park,MA,Middlesex,42.4928731,-71.0672748,57,Boston North
600001,Sewall Woods Park,Park,MA,Middlesex,42.4634291,-71.0733857,32,Boston North
600002,Rounds Playground,Park,MA,Middlesex,42.4937063,-71.091442,55,Boston North
600003,Ball Square,Park,MA,Middlesex,42.3998188,-71.1117194,12,Boston North
600004,Conant Playground,Park,MA,Middlesex,42.4567625,-71.0794969,15,Boston North
600005,Mount Hood Memorial Park,Park,MA,Middlesex,42.4500962,-71.0358847,60,Boston North
600006,Stone Memorial Zoo,Park,MA,Middlesex,42.4628735,-71.093664,48,Boston North
600007,Melrose Common,Park,MA,Middlesex,42.4559293,-71.053663,39,Boston North
600008,Fellsmere Park,Park,MA,Middlesex,42.4289851,-71.0853301,17,Boston North
600009,Pine Banks Park,Park,MA,Middlesex,42.4414851,-71.0619964,15,Boston North
600010,Trafton Park,Park,MA,Middlesex,42.4364852,-71.0436626,15,Boston North
600011,Wrights Park,Park,MA,Middlesex,42.4431515,-71.1000529,40,Boston North
600012,Malden Square,Park,MA,Middlesex,42.4267631,-71.0669963,7,Boston North
600013,Roosevelt Park,Park,MA,Middlesex,42.4309297,-71.0511627,5,Boston North
600014,Webner Park,Park,MA,Middlesex,42.4212078,-71.0242174,8,Boston North
600015,McGrann Playground,Park,MA,Middlesex,42.4214854,-71.050607,5,Boston North
600016,Newman Park,Park,MA,Middlesex,42.4217632,-71.0606072,11,Boston North
600017,Saugus Iron Works National Historic Site,Park,MA,Essex,42.4683066,-71.0076953,2,Boston North
600018,Breakheart Reservation,Park,MA,Essex,42.4892622,-71.0397741,40,Boston North
600019,Mystic River Reservation,Park,MA,Middlesex,42.4037077,-71.0933857,3,Boston North
600020,Devir Park,Park,MA,Middlesex,42.4203742,-71.0847745,5,Boston North
600021,Bell Rock Park,Park,MA,Middlesex,42.4203743,-71.0669963,10,Boston North
600022,Dever Park,Park,MA,Suffolk,42.4020414,-71.0225506,5,Boston North
600023,Merritt Park,Park,MA,Suffolk,42.3992637,-71.0194949,2,Boston North
600024,Malone Park,Park,MA,Suffolk,42.4020413,-71.032273,43,Boston North
600025,Washington Park,Park,MA,Suffolk,42.4056524,-71.0356064,13,Boston North
600026,Paul Revere Park,Park,MA,Suffolk,42.4114858,-71.0147727,3,Boston North
600027,Ryan Playground,Park,MA,Suffolk,42.3864859,-71.0717182,1,Boston North
600028,Bunker Hill Monument,Park,MA,Suffolk,42.3678751,-71.0608845,0,Boston South
600029,Eagle Square,Park,MA,Suffolk,42.3814862,-71.0219947,9,Boston North
600030,Central Square,Park,MA,Suffolk,42.3756529,-71.0389395,5,Boston North
600031,Central Wharf Warehouse Visitor Center,Building,MA,Essex,42.5209232,-71.8875745,274,Gardner
600032,Bank Block,Building,MA,Middlesex,42.6459245,-71.3136719,29,Lowell
600033,Suffolk Manufacturing Company,Building,MA,Middlesex,42.6495355,-71.3156164,27,Lowell
600034,Pawtucket Gatehouse,Building,MA,Middlesex,42.6492578,-71.3295056,33,Lowell
600035,Old Stone Tavern,Building,MA,Middlesex,42.230271,-71.517959,138,Milford
600036,Lowell Manufacturing Company Agents House,Building,MA,Middlesex,42.65148,-71.3164497,25,Lowell
600037,Old Market House,Building,MA,Middlesex,42.6445357,-71.3086717,25,Lowell
600038,Mechanics Block,Building,MA,Middlesex,42.6456468,-71.3131163,28,Lowell
600039,Salt Pond Visitor Center,Building,MA,Barnstable,41.8370524,-69.9714071,1,Orleans
600040,Old Harbor Life Saving Museum,Building,MA,Barnstable,42.0795468,-70.2175273,15,Provincetown
600041,DeCordova and Dana Museum,Building,MA,Middlesex,42.4309281,-71.3114471,98,Concord
600042,North Bridge Visitor Center,Building,MA,Middlesex,42.4709272,-71.3525598,43,Concord
600043,Thoreau Lyceum,Building,MA,Middlesex,42.4570384,-71.3614488,41,Concord
600044,Concord Free Public Library,Building,MA,Middlesex,42.458983,-71.3533931,40,Concord
600045,Concord Antiquarian Society,Building,MA,Middlesex,42.457594,-71.3583932,41,Concord
600046,Battle Road Visitor Center,Building,MA,Middlesex,42.4492616,-71.2695015,63,Concord
600047,Lexington Visitor Center,Building,MA,Middlesex,42.4492619,-71.2292226,67,Lexington
600048,Musuem of Our National Heritage,Building,MA,Middlesex,42.4359288,-71.2161667,74,Lexington
600049,Forrester,Park,MA,Essex,42.5209232,-71.8872967,271,Gardner
600050,Harvard Yard,Park,MA,Middlesex,42.3745413,-71.1178304,8,Boston South
600051,Minute Man National Historical Park,Park,MA,Middlesex,42.4534003,-71.2960468,63,Concord
600052,Minute Man Monument,Park,MA,Middlesex,42.4687051,-71.3511708,36,Concord
600053,Lexington Green,Park,MA,Middlesex,42.4498174,-71.2314449,68,Lexington
600054,Holy Trinity Hellenie Orthodox Church,Church,MA,Middlesex,42.6456468,-71.3164496,30,Lowell
600055,Eliot Church,Church,MA,Middlesex,42.6389803,-71.3131162,41,Lowell
600056,Saint Jean Baptiste,Church,MA,Middlesex,42.6492578,-71.3197832,31,Lowell
600057,Saint Joseph the Worker,Church,MA,Middlesex,42.6462023,-71.3097829,28,Lowell
600058,Saint Pauls Methodist Church,Church,MA,Middlesex,42.6431469,-71.3072828,24,Lowell
600059,Hatches Wharf,Locale,MA,Essex,42.5206455,-71.8870189,270,Gardner
600060,Forrester Warehouse (historical),Locale,MA,Essex,42.5209232,-71.8872967,271,Gardner
600061,Lawrence Mill,Locale,MA,Middlesex,42.6528689,-71.3150609,20,Lowell
600062,Massachusetts Mill,Locale,MA,Middlesex,42.6462024,-71.3045049,20,Lowell
600063,Appleton Mill,Locale,MA,Middlesex,42.6450912,-71.3145052,28,Lowell
600064,Wellfleet Town Pier,Locale,MA,Barnstable,41.9298275,-70.026966,3,Wellfleet
600065,Highland Golf Links,Locale,MA,Barnstable,42.0373252,-70.0628021,36,North Truro
600066,Race Point,Locale,MA,Barnstable,42.0789913,-70.2197495,11,Provincetown
600067,Concord Depot,Locale,MA,Middlesex,42.4567608,-71.3575599,41,Concord
600068,Samuel Hartwell Farm Site,Locale,MA,Middlesex,42.4537058,-71.29228,60,Concord
600069,Tabitha Nelson Farm Site,Locale,MA,Middlesex,42.4509282,-71.2708905,64,Concord
600070,Ebenezer Fiske House Site,Locale,MA,Middlesex,42.4478729,-71.2567233,69,Concord
600071,Merrimack Wasteway,Canal,MA,Middlesex,42.6489801,-71.308394,16,Lowell
600072,Lawrence Wasteway,Canal,MA,Middlesex,42.6503689,-71.3142275,21,Lowell
600073,Hamilton Canal,Canal,MA,Middlesex,42.6414802,-71.3125607,29,Lowell
600074,Massachusetts Wasteway,Canal,MA,Middlesex,42.6464802,-71.3056161,24,Lowell
600075,Eastern Canal,Canal,MA,Middlesex,42.6462024,-71.3061717,24,Lowell
600076,Congress Street Bridge,Bridge,MA,Suffolk,42.352042,-71.0511619,0,Boston South
600077,Central Burying Ground,Cemetery,MA,Suffolk,42.3528867,-71.0659161,9,Boston South
600078,Trinty Church,Church,MA,Suffolk,42.3500975,-71.0753291,4,Boston South
600079,Arlington Street Church,Church,MA,Suffolk,42.3520419,-71.0708846,3,Boston South
600080,Saint Stephens Church,Church,MA,Suffolk,42.365653,-71.0525509,7,Boston South
600081,Old West Church,Church,MA,Suffolk,42.3617641,-71.0631067,12,Boston South
600082,Christ Church,Church,MA,Middlesex,42.3753747,-71.1206083,8,Boston North
600083,First Church Congregational,Church,MA,Middlesex,42.3781524,-71.1208861,7,Boston North
600084,Christ Church,Church,MA,Middlesex,42.3759302,-71.1211639,8,Boston North
600085,First Parish Church,Church,MA,Middlesex,42.3742636,-71.119775,8,Boston South
600086,John Fitzgerald Kennedy Federal Building,Building,MA,Suffolk,42.3614863,-71.0594955,9,Boston South
600087,John Hancock Tower,Building,MA,Suffolk,42.3492642,-71.0750514,3,Boston South
600088,Hatch Memorial Shell,Building,MA,Suffolk,42.3573196,-71.0739402,1,Boston South
600089,Suffolk County Courthouse,Building,MA,Suffolk,42.3592641,-71.0614399,21,Boston South
600090,Saltonstall State Office Building,Building,MA,Suffolk,42.360653,-71.0619955,12,Boston South
600091,Hayden Planetarium,Building,MA,Suffolk,42.366764,-71.0700514,2,Boston South
600092,Boston National Park Visitor Center,Building,MA,Suffolk,42.3584308,-71.0581065,10,Boston South
600093,Constitution Museum,Building,MA,Suffolk,42.3739861,-71.0553288,2,Boston South
600094,Massachusetts State Archives,Building,MA,Suffolk,42.3587085,-71.06394,26,Boston South
600095,Museum of Science,Building,MA,Suffolk,42.3675973,-71.0708847,7,Boston South
600096,Childrens Museum,Building,MA,Suffolk,42.3514865,-71.0467172,2,Boston South
600097,Massachusetts State Service Center,Building,MA,Suffolk,42.3637085,-71.0631067,6,Boston South
600098,Boston Athenaeum,Building,MA,Suffolk,42.358153,-71.0619955,23,Boston South
600099,New England Aquarium,Building,MA,Suffolk,42.3595419,-71.0467173,0,Boston South
600100,Boston Public Library,Building,MA,Norfolk,42.3492642,-71.0783847,5,Boston South
600101,Busch-Reisinger Museum,Building,MA,Middlesex,42.3770413,-71.1139414,7,Boston North
600102,Sanders Theater,Building,MA,Middlesex,42.3759302,-71.114497,7,Boston North
600103,Fogg Art Museum,Building,MA,Middlesex,42.373984,-71.3636708,49,Natick
600104,Harvard Coop,Building,MA,Suffolk,42.3739858,-71.119775,7,Boston South
600105,Hoosac Pier,Locale,MA,Suffolk,42.371764,-71.0575511,0,Boston South
600106,Dry Dock Number One,Locale,MA,Suffolk,42.3725973,-71.0536621,0,Boston South
600107,Dry Dock Number Two,Locale,MA,Suffolk,42.3731529,-71.0533843,0,Boston South
600108,East Boston Pier Number One,Locale,MA,Suffolk,42.3631531,-71.0406061,0,Boston South
600109,Commonwealth Pier,Locale,MA,Suffolk,42.3517644,-71.0403282,0,Boston South
600110,Pier Number Four,Locale,MA,Suffolk,42.3537087,-71.0411616,0,Boston South
600111,Pier Number Two,Locale,MA,Suffolk,42.354542,-71.0442172,0,Boston South
600112,Center Plaza,Locale,MA,Suffolk,42.3614863,-71.0611622,10,Boston South
600113,Sargents Wharf,Locale,MA,Suffolk,42.3645418,-71.0494952,0,Boston South
600114,Union Wharf,Locale,MA,Suffolk,42.365653,-71.0494953,0,Boston South
600115,Battery Wharf,Locale,MA,Suffolk,42.3673196,-71.0500509,0,Boston South
600116,Constitution Wharf,Locale,MA,Suffolk,42.3684306,-71.0506064,0,Boston South
600117,South Market,Locale,MA,Suffolk,42.3600975,-71.0544953,5,Boston South
600118,North Market,Locale,MA,Suffolk,42.3609307,-71.0544953,5,Boston South
600119,Quincy Market,Locale,MA,Suffolk,42.360653,-71.0544953,5,Boston South
600120,Fosters Wharf,Locale,MA,Suffolk,42.3564864,-71.049773,1,Boston South
600121,Rowes Wharf,Locale,MA,Suffolk,42.357042,-71.0408838,0,Boston South
600122,India Wharf,Locale,MA,Suffolk,42.3584308,-71.0494952,0,Boston South
600123,Central Wharf,Locale,MA,Suffolk,42.3595419,-71.0489396,0,Boston South
600124,Long Wharf,Locale,MA,Suffolk,42.3603753,-71.0469951,0,Boston South
600125,Lewis Wharf,Locale,MA,Suffolk,42.3634307,-71.0494952,0,Boston South
600126,Commercial Wharf,Locale,MA,Suffolk,42.3620419,-71.0494952,0,Boston South
600127,City Square,Park,MA,Suffolk,42.3720416,-71.0625513,7,Boston South
600128,John Harvard Mall,Park,MA,Suffolk,42.3723194,-71.0622735,7,Boston South
600129,Charlesbank Playground,Park,MA,Suffolk,42.3637084,-71.0711625,3,Boston South
600130,Boston Garden,Park,MA,Suffolk,42.3659306,-71.0628289,4,Boston South
600131,Paul Revere Mall,Park,MA,Suffolk,42.3664863,-71.0533843,8,Boston South
600132,Monument Square,Park,MA,Suffolk,42.3762083,-71.0603289,20,Boston North
600133,USS Cassin Young,Park,MA,Suffolk,42.3725973,-71.0536621,0,Boston South
600134,Benjamin Franklin Statue,Park,MA,Suffolk,42.3581531,-71.0597732,14,Boston South
600135,Boston Massacre Marker,Park,MA,Suffolk,42.3587086,-71.0572732,8,Boston South
600136,Phillips Square,Park,MA,Suffolk,42.3525975,-71.0614398,6,Boston South
600137,Church Green,Park,MA,Suffolk,42.3537086,-71.0575509,6,Boston South
600138,Charles River Square,Park,MA,Suffolk,42.3603752,-71.071718,4,Boston South
600139,Thomas Park,Park,MA,Suffolk,42.3325979,-71.0461615,42,Boston South
600140,Boston National Historical Park,Park,MA,Suffolk,42.3733775,-71.0557492,1,Boston South
600141,Thompson Square,Park,MA,Middlesex,42.3748194,-71.0647735,6,Boston South
600142,Cambridge Common,Park,MA,Middlesex,42.3770413,-71.1206083,8,Boston North
600143,Benjamin Franklin Birthplace Site,Park,MA,Suffolk,42.3570419,-71.0583843,9,Boston South
600144,Longly School of Music,School,MA,Middlesex,42.3781524,-71.1231084,7,Boston North
600145,Kennedy School of Government,School,MA,Middlesex,42.3709302,-71.1225528,2,Boston South
600146,Cambridge City Hospital,Hospital,MA,Middlesex,42.3742637,-71.1039412,8,Boston South
600147,First Church of Boston,Church,MA,Suffolk,42.3731528,-71.0594956,4,Boston South
600148,William Smith House,Building,MA,Middlesex,42.4512058,-71.2881132,54,Concord
